,y0,rw,r,Tu,Hu,Tl,Hl,L,Kw
0,80.642852920823,0.11908746041880527,2681.5271901477868,100939.29507965312,998.4662569720291,67.39024363051838,807.4417723080926,1138.8763543729792,10900.231993069374
1,44.31552562942739,0.06694029584545103,14343.55216669564,81309.61348047604,1071.0402403190824,83.54300655419647,745.9638780906394,1134.1258796990185,11017.796980764915
2,75.46209053681933,0.11773913951886456,16276.642278766012,87079.88797224066,1033.0948823128067,70.7418185453651,765.1206259188982,1594.1718130570955,10386.06606949249
3,58.41711502432734,0.09900471159633664,754.7509737391971,97156.1974205113,1034.9599294794598,68.85999452066177,792.2324202704435,1431.866657152978,11246.787094899217
4,38.29395807842496,0.0694314395173288,831.1954120356484,94148.03121204872,1072.058194092917,69.75043715539624,753.2078937005857,1323.24772140223,10520.641523363203
5,64.63717178767166,0.10426462110077638,500.794558545939,114353.62784493942,1049.854471463854,110.63484089281005,754.5997099245361,1544.094528244074,9924.247898561578
6,60.66681027914432,0.10162342886400752,1038.6241207480723,84850.7660527065,1006.5219241743022,78.88518269379571,755.2613736321299,1586.343833986039,11858.943709538527
7,64.42470822658981,0.11172994093508758,1185.369672170091,70074.21719182821,994.4136901718565,76.85075960244832,786.7157681408939,1242.5159735496554,9886.21115444922
8,50.48067515580627,0.06927390916274281,11956.745414117428,83063.13327243293,1073.98043397001,105.08533882604192,702.0410481276267,1305.728445012645,11784.083075443588
9,66.59100920571706,0.11340945631284371,463.7769342551353,84898.70738998304,1026.3587426915856,115.04819543558663,796.0960897883962,1547.3715450525203,11111.88064618747
10,41.09483719644981,0.08911486266774922,1862.2960027735671,90010.8601507512,1035.355363248398,102.04988588862112,807.8186097018041,1644.1999880467563,11936.036324971588
11,38.46371170350125,0.09859677747345728,2019.3661231036067,67298.15409986,1006.1415638325224,95.04334429442572,810.0998939699558,1622.0964060699896,10455.02225652696
12,148.75109332525514,0.12487523106860324,1223.8036254324102,79991.27163684816,1072.2914098128238,95.33778638899656,722.6891918039123,1312.333406635281,11472.95666598593
