,y0,rw,r,Tu,Hu,Tl,Hl,L,Kw
0,90.9749583400719,0.11749001254140862,13576.471218211798,111884.88636588726,1017.8389667029896,95.5972151442872,741.7155311762726,1290.1912814398363,9865.276855272692
1,138.50422220341565,0.13308530595460116,1449.9677658389553,101898.51430254243,1102.006179984901,78.69014803612174,742.4230283845443,1483.1248061111785,10341.66271109746
2,34.11800279439821,0.06925202928908732,560.0458797525431,98009.10080660568,1019.1219087248604,77.43845329831628,701.7458515831158,1558.7344514342878,11143.756682265932
3,138.57361626112854,0.12965382466217185,2422.506789574979,100145.30793078072,1091.197488068964,64.5487062472174,781.5934969435526,1337.952155116633,11464.017407711855
4,43.62829279690152,0.09534539190178375,4115.773581268738,104681.48438540065,1018.4492750050136,103.64027681693253,784.9074793318604,1511.8199162508995,9919.44683970797
5,82.34784019659176,0.14537384445016668,2686.513274909656,104826.43300463929,993.8730672798282,65.53979922320839,798.9268631600731,1587.2002775919116,10201.132393443822
6,78.64952343078626,0.08971308549048837,4550.28246557527,72982.04971947256,1017.073797836874,108.17349552445226,700.6916210447076,1164.5285948436174,11494.753938181331
7,42.09264019330662,0.0876674200844442,5498.768446540095,68927.71770904785,1015.3956141991274,95.58711104029608,758.1493421073219,1519.8736601216658,10331.159385288449
8,90.14353523783544,0.10098811895877362,5291.868815718998,105810.29579997074,1080.7454450613293,85.10016047807761,720.9818427556957,1343.245538585749,10558.476936658148
9,47.77077543754013,0.07564661924436404,3968.352830914893,74466.38313091124,1066.7624740738154,65.3606652975176,735.5084210624515,1489.139003175561,11991.38788695952
10,72.71039993073794,0.10684732276185932,788.1776485434856,66181.85139996595,1040.6962413240765,89.3251500712199,749.4368895441955,1563.5082241843052,10926.116531630676
11,61.65528477674092,0.10345559782834088,3886.2305070883694,66377.35863699456,1064.055344505691,104.6696764823013,803.5879761793636,1595.438953435376,11274.353371626496
12,22.48144585647883,0.059821856587836494,896.9371194910522,110122.42011656538,1024.045713915388,110.89600195804984,753.1960007243943,1510.188930836686,11162.35246405711
13,87.14821084600301,0.10870934007205953,2091.1790057051994,71514.4216780734,1103.5764908370877,106.14608207453544,734.3790458699699,1572.7127766311855,10034.293479282473
14,45.988057088908086,0.09061694680113673,2550.279811061117,63853.532655030365,1072.6820867283543,82.27780224086175,803.3848950045939,1630.005507275494,10826.990385104247
15,77.77603110716684,0.10306562688539568,3031.914401191196,68750.79781877212,1012.4721266563128,105.525812163322,791.6169129012646,1132.182272069344,12013.248886302248
16,137.1782208812161,0.11306936156446525,3822.971388961813,75969.64009117079,1087.1490704894743,104.48609895955144,728.0358383130266,1198.823052567581,11471.389421029431
17,125.27743091651254,0.10723971849070224,762.524380126771,99207.63847340166,1099.7664142822805,71.09397140400876,719.6511476009932,1158.505886238429,10637.704650847309
18,127.7336225788056,0.11314649968993214,1249.9407138005547,91475.50163132913,1037.4568612910775,115.8307667838647,718.5601729266048,1153.4395549362855,11546.537218775971
19,155.60287650042528,0.1286074809708542,306.86246147008575,110384.10225152348,1090.661293739671,89.25721106810086,701.7413264336424,1451.4364082865843,11238.060540765277
20,43.76142752002331,0.07815121667724342,468.5521979322283,98165.79891055204,1066.4778542504296,79.68836370167249,792.6556056217308,1323.029608802558,11050.436919444202
21,115.43432343183568,0.13662242823266313,223.8240984119596,96771.55659198921,1043.1142788417285,63.37571277380804,806.0614160677662,1186.9824800300626,9946.98640852172
22,63.229999028459225,0.09035776150952403,2487.8908852306417,93620.35585378509,1034.4702400885817,68.70697501586636,730.7254390632536,1290.5422530415804,10525.76232290489
23,42.50138636297827,0.09727147685690733,1701.217409810166,74134.90175825363,990.19818511146,64.05832719710813,772.306997980022,1623.1815156458088,10702.1851612945
24,52.193530115883135,0.08054183539701777,240.0367186249384,110752.00855770757,1091.78452202946,88.93974868668556,710.740041860992,1612.5542567100174,10859.642288613008
25,59.73084283631672,0.09798455605951549,8956.682667073423,100585.5675702095,1041.010359143128,69.27967042861752,790.7844259300883,1273.2041592636565,10139.81861758997
26,96.189393146574,0.09738649981738606,5502.366948103732,82606.74048899491,1104.8633944289843,78.40592388723091,739.6042224161027,1197.3749523941808,10645.326386878967
27,88.1633540967438,0.11743131960970014,2877.2643516783774,86241.40561817709,1062.341201869064,103.25838454620192,813.9102009909693,1404.7518800311764,11571.097868792773
28,54.14480045187398,0.08860660843765841,774.8320221697822,94313.1554141776,1038.6413666178917,96.75713628090304,731.1684914009288,1659.8955339118531,11882.095648559143
29,109.03518883678396,0.12480658821984464,1213.6386775049411,93678.43420294525,1000.9482491001746,94.0717235663496,762.0776343689566,1207.685461782301,11345.578643532735
30,77.71097783786429,0.11769019606200842,7976.542174761042,94921.04276657348,1006.8833659711566,79.39248737192189,779.0353418880662,1335.5327082655406,10548.232606713897
31,59.6012917983888,0.103065193438985,1225.041746176943,98734.14515254888,1067.1125919440533,102.89885164176115,796.6332979764674,1643.0898715580263,10884.32750965518
32,113.2901222642968,0.1064816025107406,778.080113848761,106791.78045771514,1080.5212093466782,96.06742172269865,729.4144299977821,1158.583546535936,10545.164500175066
33,78.6986482392907,0.10928272422060252,464.59674667914845,106198.39678949978,1010.1693823365136,96.34003423778408,745.0970094831182,1514.493604667204,12033.787219074728
34,44.29265560431276,0.09794886170496692,1141.2416850588536,74451.0790165125,1009.2105626132056,88.17610956999452,818.7380428195103,1535.3560629094554,11892.46847323863
35,99.36476201671755,0.10208778796848146,156.58769636195606,64930.47629711122,1106.9568462121106,87.21667053315036,751.9123366844494,1156.2486218098977,9920.546768365912
36,150.35627887309636,0.12046014831252358,7333.646542303269,82411.52456038825,1063.1499262605623,113.0499286427072,701.5635416487571,1222.0109280439822,11219.196203454736
37,87.91857099108496,0.10611952575156908,2900.200529117776,83027.8367679013,1036.3467447498792,93.54945966102467,762.8655807079277,1220.2657167420314,11150.727944300435
38,34.356716810073,0.06413167948930072,12676.3650416185,82545.82320326922,1092.9571807976945,88.8379014030222,738.4381831486374,1379.5468975787874,10368.953906601637
39,50.41894175937978,0.1002068096203748,639.8257984913607,97737.3646559156,997.62528179788,66.86340832151535,795.182482506682,1494.0483150190205,11857.002171744232
40,66.11027774608252,0.10032237671266256,1500.84325385696,99592.27849828478,1042.9521211593192,71.66300694723563,734.9434465358083,1463.8975457167066,9983.144560655895
41,21.46790794085337,0.07538107802757961,1102.7723032342508,90594.14598992867,990.4136920183549,108.66217150810957,811.7285120454147,1543.4961979860443,10405.588689132032
42,67.90243214282415,0.12163366459185088,4373.080555181957,74811.64414501158,1014.9670523014344,80.14191663689955,811.2717421716532,1660.5073932792425,11992.711185876127
43,84.25609696938555,0.11663614699529272,1836.7241055157483,91635.91311575568,1017.3931782966878,82.46468629920625,765.161231594083,1428.6739459499936,11236.602007387284
44,102.2108591542074,0.11365767605486422,5615.74079485117,105808.12373631752,1061.6841687260028,88.21749443211073,743.7304195063981,1472.202187126191,11735.084092268396
45,94.19767842404804,0.0972002673258145,3786.284316026181,70622.84537647014,1102.1004749110984,86.95551184674359,751.0860749084839,1322.087428587669,12015.83860743966
46,50.36495427765745,0.0928888287573897,1413.1234438144872,68832.08834132063,1011.566614455918,99.47451297003636,799.2608296359641,1288.5101363789922,11318.013346953869
47,130.2787249788217,0.11510894898907796,10091.985590859276,70252.63343537932,1045.7855943167333,115.49129084485494,707.6370818401448,1258.9399064993318,11723.022126957972
48,83.92831357359489,0.10376894527098826,3931.720258080221,85377.74633185785,999.473166799008,114.8084265177648,719.4324621372411,1164.5884844906254,10362.96676718146
